x,y,z
300,300
-750,0,750,0,1,0
-750,0,745,0,1,0
-750,0,740,0,1,0
-750,0,735,0,1,0
-750,0,730,0,1,0
-750,0,725,0,1,0
-750,0,720,0,1,0
-750,0,715,0,1,0
-750,0,710,0,1,0
-750,0,705,0,1,0
-750,0,700,0,1,0
-750,0,695,0,1,0
-750,0,690,0,1,0
-750,0,685,0,1,0
-750,0,680,0,1,0
-750,0,675,0,1,0
-750,0,670,0,1,0
-750,0,665,0,1,0
-750,0,660,0,1,0
-750,0,655,0,1,0
-750,0,650,0,1,0
-750,0,645,0,1,0
-750,0,640,0,1,0
-750,0,635,0,1,0
-750,0,630,0,1,0
-750,0,625,0,1,0
-750,0,620,0,1,0
-750,0,615,0,1,0
-750,0,610,0,1,0
-750,0,605,0,1,0
-750,0,600,0,1,0
-750,0,595,0,1,0
-750,0,590,0,1,0
-750,0,585,0,1,0
-750,0,580,0,1,0
-750,0,575,0,1,0
-750,0,570,0,1,0
-750,0,565,0,1,0
-750,0,560,0,1,0
-750,0,555,0,1,0
-750,0,550,0,1,0
-750,0,545,0,1,0
-750,0,540,0,1,0
-750,0,535,0,1,0
-750,0,530,0,1,0
-750,0,525,0,1,0
-750,0,520,0,1,0
-750,0,515,0,1,0
-750,0,510,0,1,0
-750,0,505,0,1,0
-750,0,500,0,1,0
-750,0,495,0,1,0
-750,0,490,0,1,0
-750,0,485,0,1,0
-750,0,480,0,1,0
-750,0,475,0,1,0
-750,0,470,0,1,0
-750,0,465,0,1,0
-750,0,460,0,1,0
-750,0,455,0,1,0
-750,0,450,0,1,0
-750,0,445,0,1,0
-750,0,440,0,1,0
-750,0,435,0,1,0
-750,0,430,0,1,0
-750,0,425,0,1,0
-750,0,420,0,1,0
-750,0,415,0,1,0
-750,0,410,0,1,0
-750,0,405,0,1,0
-750,0,400,0,1,0
-750,0,395,0,1,0
-750,0,390,0,1,0
-750,0,385,0,1,0
-750,0,380,0,1,0
-750,0,375,0,1,0
-750,0,370,0,1,0
-750,0,365,0,1,0
-750,0,360,0,1,0
-750,0,355,0,1,0
-750,0,350,0,1,0
-750,0,345,0,1,0
-750,0,340,0,1,0
-750,0,335,0,1,0
-750,0,330,0,1,0
-750,0,325,0,1,0
-750,0,320,0,1,0
-750,0,315,0,1,0
-750,0,310,0,1,0
-750,0,305,0,1,0
-750,0,300,0,1,0
-750,0,295,0,1,0
-750,0,290,0,1,0
-750,0,285,0,1,0
-750,0,280,0,1,0
-750,0,275,0,1,0
-750,0,270,0,1,0
-750,0,265,0,1,0
-750,0,260,0,1,0
-750,0,255,0,1,0
-750,0,250,0,1,0
-750,0,245,0,1,0
-750,0,240,0,1,0
-750,0,235,0,1,0
-750,0,230,0,1,0
-750,0,225,0,1,0
-750,0,220,0,1,0
-750,0,215,0,1,0
-750,0,210,0,1,0
-750,0,205,0,1,0
-750,0,200,0,1,0
-750,0,195,0,1,0
-750,0,190,0,1,0
-750,0,185,0,1,0
-750,0,180,0,1,0
-750,0,175,0,1,0
-750,0,170,0,1,0
-750,0,165,0,1,0
-750,0,160,0,1,0
-750,0,155,0,1,0
-750,0,150,0,1,0
-750,0,145,0,1,0
-750,0,140,0,1,0
-750,0,135,0,1,0
-750,0,130,0,1,0
-750,0,125,0,1,0
-750,0,120,0,1,0
-750,0,115,0,1,0
-750,0,110,0,1,0
-750,0,105,0,1,0
-750,0,100,0,1,0
-750,0,95,0,1,0
-750,0,90,0,1,0
-750,0,85,0,1,0
-750,0,80,0,1,0
-750,0,75,0,1,0
-750,0,70,0,1,0
-750,0,65,0,1,0
-750,0,60,0,1,0
-750,0,55,0,1,0
-750,0,50,0,1,0
-750,0,45,0,1,0
-750,0,40,0,1,0
-750,0,35,0,1,0
-750,0,30,0,1,0
-750,0,25,0,1,0
-750,0,20,0,1,0
-750,0,15,0,1,0
-750,0,10,0,1,0
-750,0,5,0,1,0
-750,0,-0,0,1,0
-750,0,-5,0,1,0
-750,0,-10,0,1,0
-750,0,-15,0,1,0
-750,0,-20,0,1,0
-750,0,-25,0,1,0
-750,0,-30,0,1,0
-750,0,-35,0,1,0
-750,0,-40,0,1,0
-750,0,-45,0,1,0
-750,0,-50,0,1,0
-750,0,-55,0,1,0
-750,0,-60,0,1,0
-750,0,-65,0,1,0
-750,0,-70,0,1,0
-750,0,-75,0,1,0
-750,0,-80,0,1,0
-750,0,-85,0,1,0
-750,0,-90,0,1,0
-750,0,-95,0,1,0
-750,0,-100,0,1,0
-750,0,-105,0,1,0
-750,0,-110,0,1,0
-750,0,-115,0,1,0
-750,0,-120,0,1,0
-750,0,-125,0,1,0
-750,0,-130,0,1,0
-750,0,-135,0,1,0
-750,0,-140,0,1,0
-750,0,-145,0,1,0
-750,0,-150,0,1,0
-750,0,-155,0,1,0
-750,0,-160,0,1,0
-750,0,-165,0,1,0
-750,0,-170,0,1,0
-750,0,-175,0,1,0
-750,0,-180,0,1,0
-750,0,-185,0,1,0
-750,0,-190,0,1,0
-750,0,-195,0,1,0
-750,0,-200,0,1,0
-750,0,-205,0,1,0
-750,0,-210,0,1,0
-750,0,-215,0,1,0
